,,,,,,,,,
576460752338487464 ,137392,251648,89190,5371864,5,predicted ,"""below ","cut-off"" ",2024-12-12
576460752343809868 ,111840,252112,78780,1859942,68, predicted, valid ,2024-12-1,2
576460752679349611 ,111136,251936,79290,1859809,8,predicted ,"""below ","cut-off"" ",2024-12-12
576460752391098998 ,187664,310208,78030,11238975,9, predicted," ""below"," cut-off""", 2024-12-12
576460752573482572 ,106080,249312,82140,1377316,16, predicted," ""below"," cut-off""", 2024-12-12
